YEAR;DOY;ALLSKY_SFC_SW_DWN;TOA_SW_DWN;ALLSKY_SFC_SW_DNI;T2M;T2MWET;T2M_MAX;T2M_MIN;TS_MAX;TS_MIN;QV2M;RH2M;PRECTOTCORR;PS;WS2M_MAX;WS2M_MIN;WS10M_MAX;WS10M_MIN;GWETPROF;ALLSKY_SFC_LW_DWN;TS
2025;1;34.53;44.1;45.13;18.13;12.76;25.88;11.32;30.91;11.06;6.61;55.92;0.0;99.88;4.09;1.79;5.43;2.32;0.52;25.46;20.08
2025;2;33.44;44.06;40.39;18.52;13.71;26.85;11.69;31.58;11.22;7.29;60.91;0.0;99.73;4.36;0.42;5.85;0.48;0.52;26.62;20.4
2025;3;23.32;44.01;6.24;18.11;14.43;25.38;12.08;30.52;11.52;8.16;67.31;0.03;99.78;3.6;0.75;4.86;1.02;0.52;32.77;20.08
2025;4;23.69;43.96;18.72;18.23;14.46;25.1;12.09;30.29;11.92;8.1;66.19;0.01;99.85;3.45;1.06;4.66;1.51;0.52;31.84;20.24
2025;5;20.79;43.91;15.27;19.9;16.13;27.71;14.08;32.63;14.06;9.04;65.68;0.0;99.59;3.66;0.31;5.03;0.49;0.52;32.22;21.56
2025;6;23.29;43.86;11.67;19.2;15.24;25.91;13.49;31.06;12.93;8.43;64.64;0.02;99.72;3.97;0.54;5.34;0.69;0.52;33.16;21.13
2025;7;23.75;43.8;15.48;18.3;14.78;24.4;12.92;29.7;12.38;8.4;67.53;0.01;99.92;4.21;0.71;5.66;0.91;0.52;31.76;20.37
2025;8;33.32;43.73;42.42;18.87;15.22;26.08;12.85;30.58;12.79;8.59;67.55;0.01;99.89;4.94;2.0;6.61;2.78;0.52;27.62;20.66
2025;9;31.98;43.67;37.16;19.68;15.42;28.17;13.08;31.94;12.4;8.4;63.81;0.0;99.69;6.17;1.39;8.4;2.04;0.52;28.71;21.07
2025;10;33.65;43.59;44.05;19.47;14.45;27.22;12.78;31.45;12.61;7.56;59.2;0.0;99.62;5.67;1.12;7.66;1.53;0.52;26.57;21.0
2025;11;32.87;43.52;42.13;20.51;14.58;30.86;12.46;33.89;11.83;7.29;56.52;0.08;99.5;5.72;1.01;7.91;1.43;0.52;27.21;21.61
2025;12;18.69;43.44;7.27;18.2;15.51;23.87;13.24;29.01;12.75;9.31;73.88;0.04;99.67;3.69;0.62;4.87;0.79;0.52;33.22;20.22
2025;13;23.25;43.36;18.16;18.24;14.93;24.82;13.61;29.92;13.23;8.62;68.11;0.0;99.86;4.98;0.45;6.55;0.64;0.52;30.89;20.2
2025;14;32.96;43.27;43.56;17.95;13.05;25.19;11.63;29.81;11.58;6.9;58.03;0.03;99.93;4.83;0.39;6.53;0.43;0.52;26.74;19.97
2025;15;25.43;43.18;15.32;20.15;16.79;27.43;13.18;31.21;12.92;9.71;69.1;0.03;100.01;5.78;1.55;7.94;2.21;0.52;31.99;21.44
2025;16;32.77;43.07;43.12;19.14;15.47;25.19;13.53;29.67;13.7;8.74;66.3;0.0;100.05;5.76;2.6;7.73;3.61;0.52;27.37;20.67
2025;17;30.28;42.95;31.47;17.76;13.75;24.87;12.12;28.99;12.2;7.62;64.75;0.0;100.15;6.03;2.82;8.12;3.95;0.52;27.55;19.38
2025;18;32.31;42.84;39.55;17.43;13.5;24.34;11.71;29.22;11.55;7.48;64.28;0.0;100.26;4.2;1.15;5.63;1.46;0.52;27.07;19.38
2025;19;32.89;42.73;42.23;18.66;13.69;28.54;11.24;32.22;10.7;7.2;61.16;0.01;99.96;5.32;1.01;7.32;1.41;0.52;27.15;20.11
2025;20;29.61;42.62;29.3;18.13;14.29;25.72;12.04;29.51;11.65;8.04;66.62;0.05;99.66;4.7;1.14;6.36;1.5;0.52;29.35;19.72
2025;21;18.68;42.52;7.94;18.13;15.51;24.84;12.79;29.47;12.39;9.32;74.43;0.02;99.82;4.53;1.86;6.1;2.61;0.52;31.82;19.87
2025;22;28.41;42.41;24.9;15.78;13.14;21.89;11.02;27.33;11.73;7.95;73.65;0.01;99.98;4.54;2.05;5.81;2.97;0.52;28.62;18.15
2025;23;31.36;42.3;37.96;17.64;13.5;26.19;9.81;30.34;10.16;7.48;64.33;0.0;100.03;5.97;1.94;8.11;2.79;0.52;27.31;19.23
2025;24;32.44;42.19;43.0;19.46;13.83;27.8;12.58;31.34;12.64;6.94;54.11;0.0;99.74;6.57;3.23;9.01;4.5;0.52;26.46;20.6
2025;25;32.59;42.07;42.58;18.37;13.74;25.7;12.66;29.94;12.01;7.36;59.87;0.0;99.61;4.54;0.99;6.11;1.42;0.52;26.24;19.79
2025;26;30.88;41.94;36.43;17.7;14.3;24.77;11.81;29.24;11.17;8.22;69.17;0.03;99.75;4.99;0.54;6.79;0.63;0.52;27.44;19.24
2025;27;29.34;41.8;33.05;18.93;14.54;27.61;12.07;30.51;11.84;7.83;62.72;0.01;99.63;6.44;2.34;8.8;3.19;0.52;28.83;19.86
2025;28;32.88;41.67;45.0;18.69;12.73;27.11;12.24;31.08;11.73;6.38;51.78;0.0;99.52;4.75;1.53;6.41;2.2;0.52;25.62;19.97
2025;29;30.35;41.52;34.0;17.05;13.71;23.8;11.5;28.78;10.32;7.94;69.68;0.04;99.66;3.64;0.16;4.92;0.13;0.52;28.74;18.85
2025;30;20.71;41.37;15.41;16.8;14.05;23.09;11.42;27.96;10.93;8.42;73.54;0.01;99.81;4.75;1.71;6.26;2.38;0.52;30.85;18.55
2025;31;31.22;41.21;40.85;19.44;14.91;28.94;10.98;31.72;10.76;8.06;63.72;0.01;99.57;6.34;2.33;8.75;3.34;0.52;27.32;20.42
2025;32;31.03;41.05;40.13;18.41;14.56;26.56;11.92;30.9;11.75;8.15;66.39;0.0;99.43;5.71;1.19;7.72;1.57;0.52;27.05;20.03
2025;33;30.79;40.88;39.8;18.44;13.65;26.48;11.93;30.14;11.81;7.37;61.47;0.0;99.63;6.29;2.8;8.61;3.79;0.52;26.68;19.67
2025;34;30.35;40.72;36.92;19.41;13.79;26.61;13.87;29.88;13.37;6.92;53.01;0.0;99.57;5.79;3.32;7.95;4.69;0.52;26.88;20.14
2025;35;27.58;40.56;29.96;18.9;13.61;26.98;12.11;29.43;11.62;7.01;55.38;0.0;99.59;5.13;1.9;7.13;2.69;0.52;27.77;19.52
2025;36;30.28;40.4;36.92;19.44;14.79;26.59;12.97;30.5;12.34;7.85;59.76;0.03;99.71;4.86;1.98;6.68;3.07;0.52;27.78;20.32
2025;37;30.97;40.24;42.34;20.5;14.31;30.26;13.4;33.49;12.8;7.02;52.98;0.08;99.33;4.64;0.22;6.52;0.27;0.52;26.46;21.29
2025;38;28.41;40.08;34.24;18.53;14.95;25.65;12.79;30.06;11.63;8.49;67.68;0.0;99.66;4.3;0.37;5.83;0.53;0.52;27.96;19.87
2025;39;30.54;39.9;39.58;23.12;15.5;34.65;12.96;35.71;12.33;6.9;47.15;0.0;99.42;7.06;2.5;10.02;3.54;0.52;27.15;23.11
2025;40;25.97;39.72;23.8;20.79;14.73;29.7;14.52;33.03;14.3;7.23;49.5;0.01;99.32;4.47;0.23;6.13;0.37;0.52;29.45;21.81
2025;41;25.77;39.54;27.03;19.39;15.26;27.65;13.72;31.51;13.21;8.33;62.7;0.01;99.69;4.78;0.82;6.61;1.16;0.52;29.72;20.53
2025;42;30.78;39.36;41.53;18.14;12.47;25.81;12.3;29.9;12.28;6.43;54.28;0.0;99.59;5.03;1.46;6.83;2.09;0.52;25.45;19.43
2025;43;30.61;39.17;41.99;17.69;12.34;25.85;11.09;30.12;10.37;6.49;57.19;0.0;99.69;4.45;1.47;6.03;2.14;0.52;25.37;19.05
2025;44;30.11;38.98;40.92;17.61;12.93;26.12;11.43;30.44;10.23;7.0;61.62;0.0;99.83;4.79;1.07;6.48;1.47;0.52;25.65;19.08
2025;45;29.68;38.78;40.01;16.24;12.63;23.28;11.39;27.9;11.27;7.3;68.12;0.0;99.93;4.63;2.21;6.11;2.85;0.52;26.37;18.06
2025;46;27.49;38.59;34.33;15.5;12.52;22.34;10.49;27.01;10.56;7.51;72.03;0.03;99.86;4.97;1.64;6.54;2.26;0.52;28.4;17.39
2025;47;25.61;38.4;25.36;16.97;12.94;25.69;10.06;30.02;9.77;7.22;65.41;0.03;99.81;4.86;1.49;6.69;2.18;0.52;28.94;18.45
2025;48;29.89;38.2;42.03;17.33;12.22;26.0;11.16;29.65;10.55;6.48;58.69;0.06;99.88;4.95;1.77;6.8;2.52;0.52;25.24;18.44
2025;49;28.92;37.99;38.27;16.4;12.92;24.36;10.42;29.12;9.53;7.51;68.71;0.27;99.48;3.18;1.23;4.31;1.51;0.52;27.45;18.05
2025;50;16.68;37.78;8.07;15.88;13.82;21.42;11.22;25.45;11.05;8.68;78.98;0.3;99.67;5.24;0.6;6.95;0.78;0.52;32.33;17.18
2025;51;17.75;37.57;7.25;16.71;14.07;23.28;12.13;28.42;12.27;8.47;73.94;0.03;99.86;3.81;0.16;5.03;0.19;0.52;31.32;18.59
2025;52;26.85;37.36;33.04;17.13;13.82;24.4;10.69;28.58;10.71;7.97;69.55;0.0;99.92;4.25;1.66;5.72;2.49;0.52;27.75;18.67
2025;53;26.92;37.14;30.54;19.5;14.65;28.92;12.19;31.43;12.19;7.72;60.58;0.0;99.8;5.37;2.02;7.53;2.54;0.52;27.41;20.23
2025;54;20.35;36.94;15.36;20.14;15.55;28.03;13.64;30.1;12.73;8.37;60.64;0.01;99.75;5.68;2.44;7.9;3.28;0.52;30.78;20.42
2025;55;27.34;36.72;36.49;20.51;16.48;28.52;14.75;31.31;14.08;9.14;65.23;0.0;99.64;5.71;2.47;7.86;3.46;0.52;28.35;21.15
2025;56;28.08;36.51;40.47;18.81;14.07;26.35;12.96;30.35;12.45;7.53;60.54;0.0;99.65;4.59;1.98;6.22;2.56;0.52;26.18;19.94
2025;57;27.78;36.3;39.38;19.19;13.67;28.36;13.12;32.1;12.04;7.05;55.77;0.0;99.54;4.56;1.69;6.28;2.3;0.52;26.43;20.2
2025;58;23.04;36.07;24.17;17.39;14.51;24.15;11.83;28.93;11.3;8.65;73.29;0.02;99.65;3.34;0.84;4.54;1.14;0.52;30.01;18.89
2025;59;18.98;35.84;9.16;18.34;16.1;24.54;13.18;29.18;12.41;9.97;77.91;0.14;99.73;3.61;1.15;4.97;1.85;0.52;32.46;19.58
2025;60;19.11;35.61;14.53;18.22;15.8;24.41;13.92;28.93;12.98;9.65;76.34;0.12;99.79;4.07;0.96;5.53;1.3;0.52;30.81;19.5
2025;61;26.58;35.38;37.03;16.87;14.25;22.23;12.75;27.19;12.64;8.58;74.08;0.01;100.0;3.53;0.39;4.65;0.5;0.52;27.43;18.54
2025;62;25.56;35.15;33.11;18.01;14.49;25.64;11.42;29.49;11.24;8.31;69.66;0.0;99.96;4.75;1.87;6.44;2.9;0.52;28.06;19.16
2025;63;26.29;34.92;36.79;18.35;14.69;25.23;12.28;28.91;12.54;8.39;68.39;0.02;99.64;5.75;2.44;7.8;3.5;0.52;27.42;19.45
2025;64;19.22;34.69;11.46;18.79;15.78;26.21;13.02;30.6;12.12;9.37;73.08;0.03;99.45;3.89;0.18;5.33;0.23;0.52;30.89;19.86
2025;65;16.58;34.45;15.99;18.4;16.21;23.79;14.66;28.1;12.93;10.06;78.42;0.11;99.87;3.94;0.33;5.32;0.48;0.52;31.49;19.41
2025;66;19.99;34.22;18.69;18.28;15.73;23.27;14.4;27.19;14.06;9.48;74.15;0.58;100.32;5.17;1.32;7.04;2.06;0.52;30.31;19.22
2025;67;26.5;33.98;38.98;18.6;11.33;26.9;12.05;29.07;12.34;5.42;45.68;0.0;100.08;5.91;3.68;7.77;5.24;0.52;25.53;19.11
2025;68;25.9;33.74;36.21;17.86;11.96;27.13;10.47;30.2;10.59;6.13;52.68;0.0;99.7;3.86;0.59;5.42;0.92;0.52;26.06;18.74
2025;69;25.03;33.5;35.3;18.73;14.33;27.63;11.33;30.08;10.65;7.74;62.53;0.0;99.84;5.8;0.76;8.1;1.25;0.52;27.38;19.37
2025;70;25.34;33.26;36.18;17.99;13.09;25.13;12.83;28.37;12.46;6.96;57.88;0.0;99.73;4.02;0.18;5.6;0.23;0.52;25.9;18.83
2025;71;25.01;33.01;34.41;18.47;13.89;26.94;12.43;30.81;10.56;7.5;61.93;0.0;99.75;3.08;0.44;4.22;0.7;0.52;26.29;19.16
2025;72;15.7;32.77;9.86;17.45;14.04;24.43;13.05;28.69;10.83;8.12;69.08;0.0;99.63;3.19;0.14;4.35;0.26;0.52;31.72;18.4
2025;73;10.01;32.53;1.49;15.86;13.71;21.92;11.77;26.3;11.36;8.53;77.95;0.03;99.75;3.72;0.61;4.92;0.91;0.52;33.19;17.27
2025;74;11.91;32.28;5.73;15.32;13.05;20.53;12.13;25.58;12.58;8.07;75.9;0.01;100.1;3.44;1.04;4.36;1.46;0.52;31.83;17.27
2025;75;23.93;32.04;33.66;16.05;13.01;23.0;11.24;26.97;11.44;7.66;70.51;0.0;100.15;4.27;1.71;5.8;2.47;0.52;26.87;17.16
2025;76;24.04;31.79;35.13;18.08;12.73;27.18;10.2;29.17;10.01;6.61;57.23;0.0;100.03;5.11;2.26;7.15;3.2;0.52;26.25;18.53
2025;77;24.27;31.54;36.4;18.01;12.76;26.78;12.12;29.47;11.92;6.68;56.21;0.01;99.62;5.01;0.95;6.82;1.36;0.52;26.05;18.61
2025;78;19.4;31.29;22.18;16.11;13.44;23.04;11.33;27.4;9.97;8.13;74.83;0.02;99.75;2.77;0.17;3.73;0.24;0.52;29.4;17.3
2025;79;13.81;31.05;10.19;16.56;14.03;24.23;10.97;27.4;9.51;8.56;76.53;0.04;99.81;4.58;0.62;6.35;0.73;0.52;32.03;17.34
2025;80;21.29;30.8;26.83;17.76;14.96;25.38;13.07;28.31;12.5;8.92;74.11;0.0;99.81;5.52;2.1;7.58;3.01;0.52;28.82;18.43
2025;81;22.89;30.55;34.95;16.42;13.33;23.81;11.36;27.43;11.24;7.87;71.28;0.0;99.68;4.45;0.95;5.94;1.33;0.52;26.48;17.53
2025;82;22.59;30.3;30.95;15.02;11.87;21.6;10.16;25.76;9.59;7.13;69.9;0.01;99.55;3.85;0.92;5.09;1.08;0.52;25.95;16.24
2025;83;20.88;30.05;23.87;15.69;12.15;23.2;9.91;27.59;9.42;7.2;69.94;0.03;99.53;2.72;1.08;3.68;1.46;0.52;27.3;16.97
2025;84;19.52;29.8;20.49;15.95;13.32;21.48;11.23;24.61;10.3;8.12;74.32;0.03;99.59;4.21;0.28;5.57;0.44;0.52;27.87;16.68
2025;85;17.32;29.55;15.15;16.65;13.44;23.36;12.29;27.86;10.38;7.97;71.61;0.04;99.83;3.7;0.4;4.95;0.46;0.52;27.9;17.54
2025;86;20.87;29.29;27.6;15.8;13.15;21.63;11.91;25.75;11.21;8.01;74.75;0.01;99.94;3.83;0.56;4.98;0.78;0.52;27.44;16.93
2025;87;15.55;29.04;11.67;15.81;13.07;23.0;10.29;26.92;9.98;7.98;74.53;0.0;99.85;3.89;1.48;5.2;2.25;0.52;27.92;16.45
2025;88;18.05;28.79;19.87;15.68;14.22;20.24;12.31;22.82;11.28;9.26;84.03;0.82;99.74;4.49;0.3;5.88;0.47;0.52;29.81;16.14
2025;89;21.26;28.54;31.53;15.54;11.92;19.98;12.12;23.46;11.99;6.99;65.57;2.21;100.39;6.22;1.72;8.18;2.32;0.52;27.08;16.47
2025;90;21.69;28.28;35.11;15.02;9.41;23.13;9.02;24.7;9.69;5.19;53.58;0.0;100.2;6.83;3.67;9.02;5.12;0.52;25.06;15.58
2025;91;20.91;28.03;30.71;13.87;9.87;21.13;8.96;24.06;8.93;5.88;63.47;0.0;100.04;4.49;3.07;6.02;4.31;0.52;25.48;14.7
2025;92;20.93;27.78;33.66;14.48;10.07;21.79;9.51;24.58;9.29;5.88;61.57;0.11;100.11;4.57;2.75;6.23;4.01;0.52;25.46;15.01
2025;93;20.61;27.53;33.89;16.55;11.75;25.65;9.88;27.04;9.36;6.53;61.11;0.02;99.8;3.98;0.76;5.45;1.21;0.52;26.2;16.56
2025;94;12.57;27.28;10.11;15.29;13.13;21.89;11.33;25.4;8.71;8.29;78.5;0.05;99.73;3.43;0.24;4.67;0.34;0.52;30.65;15.43
2025;95;7.01;27.04;8.0;14.54;12.92;19.71;11.11;23.45;10.19;8.39;81.62;0.12;99.83;3.82;0.99;5.02;1.63;0.52;32.27;15.4
2025;96;17.24;26.8;23.2;14.14;12.07;18.93;10.6;23.0;10.39;7.66;77.64;0.02;100.16;3.55;1.11;4.5;1.49;0.52;27.76;15.28
2025;97;19.3;26.56;29.06;15.4;12.74;24.03;8.74;26.32;8.65;7.78;74.97;0.01;99.76;4.2;2.03;5.79;3.08;0.52;26.13;16.01
2025;98;6.41;26.32;4.67;14.71;12.85;21.69;10.45;25.35;9.23;8.25;81.22;0.22;99.63;3.58;1.29;4.82;1.57;0.52;31.92;15.47
2025;99;16.55;26.08;19.69;14.09;12.49;19.1;10.64;22.67;10.08;8.15;83.01;0.19;99.89;2.91;0.96;3.89;1.41;0.52;28.39;14.91
2025;100;10.4;25.84;3.45;13.55;11.93;16.23;10.97;17.5;10.38;7.85;81.32;0.63;100.25;3.6;0.84;4.87;1.15;0.52;29.51;13.71
2025;101;19.16;25.6;32.33;12.98;9.38;18.24;8.18;21.47;8.29;5.86;66.28;0.0;100.32;4.85;2.84;6.59;4.0;0.52;25.32;13.85
2025;102;19.13;25.35;32.83;13.44;8.82;21.34;6.86;24.06;7.13;5.34;61.09;0.0;100.15;4.55;2.69;6.18;3.93;0.52;24.91;14.11
2025;103;17.04;25.12;24.76;12.78;9.81;19.42;7.9;22.41;6.81;6.31;71.16;0.0;99.89;3.26;1.36;4.45;1.94;0.52;26.09;13.25
2025;104;11.6;24.89;11.76;13.52;11.64;19.08;9.24;22.68;6.88;7.63;81.46;0.09;100.26;3.01;0.15;4.08;0.16;0.52;28.94;13.85
2025;105;15.13;24.65;17.18;13.49;11.48;19.82;9.21;22.43;8.79;7.42;79.06;0.01;100.07;3.64;1.86;4.99;2.9;0.52;26.89;13.84
2025;106;17.37;24.42;28.2;14.27;11.73;22.02;7.48;24.78;7.14;7.35;75.57;0.02;99.96;3.6;1.85;5.02;2.27;0.52;27.28;14.76
2025;107;15.71;24.19;20.82;14.78;11.11;20.97;10.75;22.39;10.68;6.56;65.73;0.0;99.89;5.09;3.6;6.69;4.86;0.52;26.96;15.01
2025;108;18.2;23.95;32.22;13.53;9.31;22.11;7.18;24.71;7.63;5.67;63.63;0.01;99.79;3.88;1.52;5.37;2.23;0.52;24.93;14.27
2025;109;16.88;23.73;24.59;13.21;10.29;19.92;8.81;22.51;8.31;6.55;72.05;0.03;99.75;2.51;0.16;3.41;0.09;0.52;26.64;13.74
2025;110;7.7;23.51;5.43;12.85;11.03;19.54;9.07;23.61;7.25;7.31;81.0;0.07;99.89;3.72;0.77;4.91;0.97;0.52;32.18;13.4
2025;111;8.04;23.28;3.33;13.55;11.11;20.62;8.45;21.69;8.38;7.11;76.27;0.02;99.9;3.68;1.58;5.17;2.4;0.52;30.5;13.81
2025;112;7.43;23.06;2.45;15.0;14.05;20.31;11.18;22.68;10.54;9.44;88.22;0.23;99.93;3.25;1.51;4.54;2.21;0.52;31.54;15.05
2025;113;6.43;22.85;4.21;14.72;14.05;19.31;11.84;21.44;10.98;9.6;91.03;0.34;99.92;3.24;1.07;4.54;2.06;0.52;30.62;14.62
2025;114;11.81;22.63;15.54;14.23;12.87;18.7;11.36;21.32;10.24;8.51;83.9;0.06;99.96;4.62;1.17;6.15;2.19;0.52;30.02;14.51
2025;115;15.99;22.42;26.3;13.67;11.78;17.95;9.74;21.05;9.76;7.67;80.01;2.83;100.06;3.56;1.35;4.87;1.83;0.53;27.54;14.29
2025;116;16.34;22.21;29.36;12.98;9.62;19.45;8.08;21.56;8.33;6.0;68.21;0.03;100.19;5.03;3.19;6.53;4.42;0.53;25.09;13.45
2025;117;16.34;22.0;29.84;13.65;9.52;22.62;7.11;23.91;7.34;5.7;63.44;0.0;100.1;4.06;2.53;5.67;3.86;0.53;25.15;13.87
2025;118;15.88;21.79;26.46;12.76;10.44;20.43;7.77;23.28;6.79;6.84;77.05;0.01;99.83;3.09;1.12;4.16;1.39;0.52;26.5;13.2
2025;119;6.68;21.59;4.09;12.27;10.68;18.45;8.67;21.82;7.25;7.24;82.14;0.05;99.9;2.8;0.7;3.91;0.83;0.52;31.93;12.73
2025;120;7.47;21.38;4.25;11.23;10.06;15.82;8.88;19.02;8.23;7.11;86.57;0.41;99.93;3.66;0.6;4.63;0.82;0.52;30.42;12.05
2025;121;11.32;21.17;13.06;12.48;11.07;17.01;9.42;19.89;8.8;7.49;84.19;0.13;100.29;3.63;0.34;5.0;0.4;0.52;28.44;13.2
2025;122;15.49;20.97;28.76;12.28;9.77;19.28;8.07;21.25;8.53;6.4;75.2;0.04;100.16;4.29;2.79;5.66;3.75;0.52;24.99;12.97
2025;123;14.85;20.77;27.81;13.22;10.77;20.53;6.72;22.27;6.44;7.0;76.77;0.04;99.97;4.42;1.96;6.04;2.97;0.52;26.94;13.64
2025;124;11.01;20.58;14.22;14.1;12.01;19.2;10.72;20.79;10.67;7.68;77.47;0.05;99.99;4.54;2.39;5.93;3.52;0.52;28.0;14.38
2025;125;15.0;20.39;27.86;12.06;9.17;17.97;7.26;21.05;7.99;5.96;69.59;0.0;99.96;3.91;2.24;5.22;3.23;0.52;24.9;13.1
2025;126;10.97;20.21;7.08;11.89;9.37;17.39;8.53;18.55;8.22;6.26;74.45;0.11;100.08;2.07;1.15;3.04;1.41;0.52;27.66;12.17
2025;127;6.01;20.04;1.85;12.56;11.56;15.54;10.17;16.21;9.61;8.0;88.3;2.43;99.85;3.92;0.55;5.27;0.74;0.52;30.4;12.43
